DATE,USEPUINDXD
2020-01-01,186.06000
2020-01-02,139.13000
2020-01-03,108.10000
2020-01-04,212.82000
2020-01-05,173.76000
2020-01-06,147.96000
2020-01-07,103.98000
2020-01-08,91.15000
2020-01-09,71.92000
2020-01-10,74.58000
2020-01-11,127.36000
2020-01-12,159.24000
2020-01-13,124.82000
2020-01-14,109.27000
2020-01-15,98.77000
2020-01-16,88.05000
2020-01-17,77.76000
2020-01-18,89.29000
2020-01-19,162.21000
2020-01-20,96.05000
2020-01-21,87.56000
2020-01-22,77.19000
2020-01-23,70.67000
2020-01-24,48.48000
2020-01-25,78.77000
2020-01-26,137.56000
2020-01-27,22.25000
2020-01-28,94.68000
2020-01-29,88.62000
2020-01-30,142.05000
2020-01-31,122.20000
2020-02-01,147.37000
2020-02-02,104.49000
2020-02-03,124.15000
2020-02-04,111.96000
2020-02-05,84.94000
2020-02-06,81.75000
2020-02-07,130.27000
2020-02-08,87.80000
2020-02-09,113.95000
2020-02-10,111.39000
2020-02-11,152.71000
2020-02-12,79.26000
2020-02-13,82.23000
2020-02-14,71.98000
2020-02-15,82.10000
2020-02-16,131.52000
2020-02-17,82.54000
2020-02-18,77.38000
2020-02-19,56.47000
2020-02-20,103.70000
2020-02-21,106.59000
2020-02-22,177.27000
2020-02-23,144.34000
2020-02-24,88.73000
2020-02-25,147.84000
2020-02-26,97.49000
2020-02-27,106.55000
2020-02-28,172.45000
2020-02-29,225.32000
2020-03-01,175.73000
2020-03-02,153.53000
2020-03-03,132.55000
2020-03-04,197.20000
2020-03-05,118.02000
2020-03-06,132.50000
2020-03-07,122.57000
2020-03-08,250.63000
2020-03-09,276.24000
2020-03-10,296.12000
2020-03-11,234.73000
2020-03-12,187.08000
2020-03-13,330.85000
2020-03-14,236.03000
2020-03-15,468.43000
2020-03-16,323.71000
2020-03-17,378.92000
2020-03-18,455.45000
2020-03-19,514.67000
2020-03-20,633.51000
2020-03-21,538.95000
2020-03-22,651.07000
2020-03-23,572.94000
2020-03-24,596.78000
2020-03-25,449.86000
2020-03-26,670.30000
2020-03-27,557.18000
2020-03-28,515.39000
2020-03-29,743.13000
2020-03-30,361.46000
2020-03-31,516.55000
2020-04-01,474.81000
2020-04-02,738.02000
2020-04-03,540.50000
2020-04-04,636.21000
2020-04-05,739.55000
2020-04-06,605.38000
2020-04-07,468.08000
2020-04-08,524.13000
2020-04-09,417.54000
2020-04-10,461.87000
2020-04-11,547.40000
2020-04-12,558.22000
2020-04-13,638.81000
2020-04-14,441.32000
2020-04-15,455.68000
2020-04-16,505.52000
2020-04-17,573.70000
2020-04-18,529.03000
2020-04-19,594.11000
2020-04-20,618.66000
2020-04-21,599.13000
2020-04-22,511.42000
2020-04-23,505.54000
2020-04-24,562.50000
2020-04-25,555.71000
2020-04-26,855.17000
2020-04-27,642.66000
2020-04-28,479.89000
2020-04-29,439.11000
2020-04-30,440.07000
2020-05-01,516.72000
2020-05-02,387.24000
2020-05-03,541.24000
2020-05-04,449.38000
2020-05-05,807.66000
2020-05-06,498.71000
2020-05-07,504.24000
2020-05-08,488.53000
2020-05-09,621.96000
2020-05-10,536.09000
2020-05-11,527.36000
2020-05-12,442.15000
2020-05-13,553.21000
2020-05-14,508.02000
2020-05-15,374.22000
2020-05-16,385.27000
2020-05-17,861.10000
2020-05-18,511.62000
2020-05-19,363.66000
2020-05-20,420.68000
2020-05-21,361.11000
2020-05-22,418.96000
2020-05-23,441.45000
2020-05-24,458.16000
2020-05-25,462.96000
2020-05-26,389.21000
2020-05-27,355.10000
2020-05-28,421.99000
2020-05-29,426.28000
2020-05-30,418.18000
2020-05-31,557.19000
2020-06-01,226.80000
2020-06-02,257.49000
2020-06-03,287.17000
2020-06-04,231.24000
2020-06-05,235.07000
2020-06-06,277.42000
2020-06-07,391.21000
2020-06-08,318.64000
2020-06-09,191.32000
2020-06-10,237.88000
2020-06-11,317.86000
2020-06-12,293.12000
2020-06-13,373.28000
2020-06-14,397.45000
2020-06-15,300.34000
2020-06-16,319.69000
2020-06-17,348.40000
2020-06-18,322.96000
2020-06-19,450.64000
2020-06-20,515.46000
2020-06-21,413.51000
2020-06-22,259.55000
2020-06-23,309.15000
2020-06-24,224.40000
2020-06-25,225.72000
2020-06-26,260.33000
2020-06-27,276.22000
2020-06-28,561.21000
2020-06-29,301.58000
2020-06-30,292.37000
2020-07-01,329.62000
2020-07-02,249.70000
2020-07-03,412.01000
2020-07-04,347.74000
2020-07-05,415.94000
2020-07-06,389.20000
2020-07-07,278.61000
2020-07-08,319.33000
2020-07-09,267.49000
2020-07-10,259.27000
2020-07-11,237.89000
2020-07-12,496.99000
2020-07-13,212.54000
2020-07-14,308.28000
2020-07-15,352.74000
2020-07-16,313.71000
2020-07-17,555.06000
2020-07-18,388.97000
2020-07-19,640.00000
2020-07-20,430.14000
2020-07-21,423.52000
2020-07-22,297.02000
2020-07-23,282.10000
2020-07-24,290.25000
2020-07-25,279.85000
2020-07-26,465.25000
2020-07-27,521.96000
2020-07-28,315.73000
2020-07-29,370.27000
2020-07-30,307.77000
2020-07-31,384.08000
2020-08-01,304.70000
2020-08-02,405.97000
2020-08-03,271.04000
2020-08-04,391.33000
2020-08-05,253.99000
2020-08-06,285.63000
2020-08-07,276.70000
2020-08-08,353.43000
2020-08-09,398.91000
2020-08-10,388.62000
2020-08-11,359.14000
2020-08-12,202.20000
2020-08-13,282.72000
2020-08-14,345.80000
2020-08-15,324.57000
2020-08-16,531.90000
2020-08-17,350.55000
2020-08-18,341.68000
2020-08-19,216.18000
2020-08-20,250.25000
2020-08-21,286.03000
2020-08-22,217.76000
2020-08-23,380.20000
2020-08-24,186.90000
2020-08-25,213.68000
2020-08-26,154.27000
2020-08-27,180.61000
2020-08-28,296.28000
2020-08-29,339.77000
2020-08-30,296.28000
2020-08-31,169.10000
2020-09-01,204.69000
2020-09-02,237.83000
2020-09-03,243.52000
2020-09-04,224.01000
2020-09-05,258.22000
2020-09-06,484.25000
2020-09-07,491.37000
2020-09-08,208.78000
2020-09-09,209.54000
2020-09-10,218.10000
2020-09-11,237.03000
2020-09-12,218.84000
2020-09-13,318.66000
2020-09-14,270.62000
2020-09-15,245.27000
2020-09-16,244.64000
2020-09-17,248.91000
2020-09-18,244.41000
2020-09-19,187.42000
2020-09-20,437.15000
2020-09-21,177.56000
2020-09-22,126.10000
2020-09-23,161.46000
2020-09-24,246.25000
2020-09-25,252.32000
2020-09-26,134.92000
2020-09-27,317.07000
2020-09-28,189.79000
2020-09-29,185.60000
2020-09-30,207.77000
2020-10-01,259.50000
2020-10-02,390.29000
2020-10-03,340.62000
2020-10-04,332.63000
2020-10-05,273.84000
2020-10-06,334.28000
2020-10-07,426.88000
2020-10-08,294.91000
2020-10-09,306.70000
2020-10-10,396.92000
2020-10-11,492.14000
2020-10-12,289.70000
2020-10-13,220.87000
2020-10-14,341.81000
2020-10-15,141.19000
2020-10-16,200.48000
2020-10-17,161.13000
2020-10-18,285.62000
2020-10-19,249.35000
2020-10-20,234.01000
2020-10-21,158.05000
2020-10-22,167.77000
2020-10-23,138.34000
2020-10-24,129.44000
2020-10-25,369.86000
2020-10-26,294.62000
2020-10-27,187.07000
2020-10-28,234.14000
2020-10-29,298.36000
2020-10-30,277.43000
2020-10-31,186.36000
2020-11-01,271.71000
2020-11-02,418.93000
2020-11-03,335.30000
2020-11-04,370.70000
2020-11-05,303.07000
2020-11-06,390.29000
2020-11-07,452.23000
2020-11-08,416.76000
2020-11-09,254.34000
2020-11-10,192.03000
2020-11-11,252.06000
2020-11-12,184.25000
2020-11-13,123.79000
2020-11-14,225.66000
2020-11-15,218.90000
2020-11-16,254.24000
2020-11-17,196.81000
2020-11-18,154.81000
2020-11-19,224.65000
2020-11-20,230.20000
2020-11-21,196.02000
2020-11-22,359.33000
2020-11-23,415.59000
2020-11-24,262.51000
2020-11-25,276.82000
2020-11-26,157.55000
2020-11-27,238.32000
2020-11-28,149.05000
2020-11-29,258.52000
2020-11-30,156.15000
2020-12-01,248.20000
2020-12-02,156.70000
2020-12-03,189.91000
2020-12-04,215.13000
2020-12-05,141.89000
2020-12-06,363.84000
2020-12-07,269.89000
2020-12-08,259.64000
2020-12-09,144.77000
2020-12-10,256.04000
2020-12-11,122.30000
2020-12-12,141.22000
2020-12-13,379.17000
2020-12-14,186.91000
2020-12-15,139.29000
2020-12-16,136.12000
2020-12-17,195.87000
2020-12-18,146.67000
2020-12-19,154.77000
2020-12-20,196.41000
2020-12-21,246.79000
2020-12-22,147.55000
2020-12-23,291.07000
2020-12-24,256.16000
2020-12-25,174.42000
2020-12-26,699.78000
2020-12-27,358.97000
2020-12-28,217.47000
2020-12-29,286.36000
2020-12-30,368.46000
2020-12-31,307.12000
2021-01-01,429.48000
2021-01-02,190.39000
2021-01-03,324.05000
2021-01-04,233.30000
2021-01-05,208.61000
2021-01-06,139.81000
2021-01-07,124.29000
2021-01-08,104.80000
2021-01-09,115.22000
2021-01-10,283.14000
2021-01-11,308.70000
2021-01-12,229.15000
2021-01-13,223.57000
2021-01-14,157.94000
2021-01-15,149.93000
2021-01-16,228.30000
2021-01-17,209.94000
2021-01-18,159.60000
2021-01-19,170.18000
2021-01-20,309.33000
2021-01-21,280.95000
2021-01-22,192.00000
2021-01-23,147.81000
2021-01-24,291.37000
2021-01-25,241.85000
2021-01-26,254.93000
2021-01-27,251.13000
2021-01-28,150.00000
2021-01-29,248.96000
2021-01-30,139.41000
